Artikelnummer;Bezeichnung;EAN;Netto
4465;Socken zocken;4010168044651;7.6
4478;Tier auf Tier;4010168044781;10.25
4498;Drachenstark;4010168044989;5.65
4511;Wilde Wikinger;4010168045115;4.65
4536;Ratz Fatz – Buchstaben;4010168045368;5.95
4537;Ratz Fatz – Zahlen;4010168045375;5.95
4538;3 x 4 = Klatsch;4010168045382;15.25
4542;Ratz Fatz kommt die Feuerwehr;4010168045429;4.95
4547;Schlaubär lernt zählen;4010168045474;9.95
4566;Ratz Fatz – Aufgepasst und zugefasst!;4010168045665;14.75
4605;Ratz Fatz in den Kindergarten;4010168046051;4.95
4606;Ratz Fatz auf den Bauernhof;4010168046068;4.95
4610;Obstgarten – Das Memospiel;4010168046105;4.65
4644;Mucksmäuschenstill;4010168046440;5.95
4652;Meine ersten Spiele – Farben & Formen;4010168046525;11.6
4655;Meine ersten Spiele – Erster Obstgarten;4010168046556;11.6
4665;Meine ersten Spiele – Kling-Klang-Wald;4010168046655;13.95
4668;Ratz Fatz - In Bewegung;4010168046686;19.25
4680;Meine ersten Spiele – Tier auf Tier;4010168046808;13.95
4712;Gänsemarsch;4010168047126;3.35
4713;Obstgarten – Das Kartenspiel;4010168047133;3.35
4714;Socken zocken – Das Kartenspiel;4010168047140;3.35
4716;Schloss Schlotterstein – Das Kartenspiel;4010168047164;3.35
4843;Bauschaufel;4010168048437;7.65
4859;Eimer Sandflitzer;4010168048598;8.95
4889;Kleine Regenbogenraupe;4010168048895;3.35
4893;Mini Ratz Fatz Zählen und Rechnen;4010168048932;2.75
4907;Kleiner Obstgarten;4010168049076;2.75
4911;Tier auf Tier – Klein, aber oho!;4010168049113;2.75
4912;ABC-Zauberduell;4010168049120;2.75
4917;Socken zocken – Schleudergang;4010168049175;2.75
4928;Zahlendino;4010168049281;2.75
4960;Puzzles Tiere;4010168049601;4.95
4968;Sandbohrer;4010168049687;2.55
4983;Meine ersten Spiele – Fische angeln;4010168049830;11.6
4985;Meine ersten Spiele – Zählspaß;4010168049854;11.6
5124;Greifling Tirili;4010168051246;9.95
5126;Entdeckerzug Farbkringel;4010168051260;17.5
5145;Mobile Schmetterlingsfreunde;4010168051451;12.1
5189;Greifling Quakefrosch;4010168051895;5.6
5206;Ergänzungsset Klangstäbe-Tunnel;4010168052069;17.5
5215;Ball Bauernhof;4010168052151;1.6
5241;Becherlupe;4010168052410;1.95
5242;Grillkorb;4010168052427;7.95
5285;Psst, hör mal zu …1;9783869140605;4.5
5306;Kater Paul auf dem Bauernhof2;9783936553062;4.5
5307;Tims Baumaschinen2;9783936553079;4.5
5317;Bauer Jonas und seine Fahrzeuge2;9783936553178;4.5
5580;Fädelspiel Auf dem Land;4010168055800;11.95
5581;Großes Spielset Auf dem Land;4010168055817;20.6
5611;Kochtopf Feine Suppe;4010168056111;6.75
5675;Steckspiel Pfiffikus;4010168056753;18.5
5737;Puppe Mirli;4010168057378;12.5
5738;Puppe Mirle;4010168057385;12.5
5797;Spielhandschuh Zauberwaldfreunde;4010168057972;9.95
5834;Erstes Fotoalbum Zauberwaldfreunde2;4010168058344;12.25
5849;Stehauffigur Kasper;4010168058498;10.25
5859;Stehauffigur Frosch;4010168058597;10.25
5878;Meine ersten Spiele – Teddys Farben und Formen;4010168058788;5.65
5879;Stapelwürfel Auf dem Land;4010168058795;9.25
5889;Puppenwagen Kirschblüte;4010168058894;68.5
5940;6 erste Puzzles – Lillis Welt;4010168059402;4.95
5979;Prima Ballerina;4010168059792;2.75
5990;Metallophon;4010168059907;10.25
5991;Klangzauber-Flöte;4010168059914;5.45
5993;Rasselstab;4010168059938;5.1
5997;Rhythmik-Set;4010168059976;14.35
5998;Kleiner Klangbaukasten;4010168059983;16.5
6432;Lauflernwagen Farbenspaß;4010168064321;41.5
6643;Kugelbahn Schaukelschiff;4010168066431;33.5
6699;Kugelbahn Badespaß – Wasserstrudel;4010168066998;15.25
7042;Meine erste Kugelbahn – Große Grundpackung;4010168070421;44.95
7093;Garderobe Bauernhof;4010168070933;14.95
7095;Meine erste Kugelbahn – Grundpackung Klänge;4010168070957;28.95
7123;Richard Ritterschlag;4010168071237;5.45
7143;Display Musikeier (je 6 Musikeier pro Farbe und Geräusch.);4010168071435;4.1
7144;Lesehexe;4010168071442;8.25
7145;Rechenkönig;4010168071459;8.25
7146;Kayanak – Angeln, Eis & Abenteuer;4010168071466;15.75
7281;HABA-Türtheater;4010168072814;29.95
7284;Handpuppe Rotkäppchen;4010168072845;9.15
7287;Handpuppe Prinz;4010168072876;9.15
7302;Spieltrainer Farbenspaß;4010168073026;27.95
7306;Bunte Obstmischung;4010168073064;7.95
7307;Bunte Gemüsemischung;4010168073071;7.95
7308;Brot;4010168073088;8.25
7391;Greifpuzzle Im Garten;4010168073910;8.2
7392;Magnetspiel-Box Anziehpuppe Lilli;4010168073927;8.95
7426;Spielzelt Bauernhof;4010168074269;46.5
7427;Spielzelt Lillis Villa;4010168074276;46.5
7466;1, 2, Puzzelei – Tierkinder;4010168074665;5.1
7467;1, 2, Puzzelei – Tiere füttern;4010168074672;5.1
7468;1, 2, Puzzelei – Zahlen 1 - 10;4010168074689;5.1
7591;Den Dinos auf der Spur;4010168075914;2.75
7628;Entdeckersteine Klangspaß;4010168076287;11.25
7629;Messlatte Bauernhof;4010168076294;20.95
7630;Messlatte Zoo;4010168076300;19.95
7633;Großes Spielset Im Zoo;4010168076331;22.15
7634;Stapelkisten Zoo;4010168076348;49.5
7713;Babyschaukel Pferd;4010168077130;73.5
7729;Wandgarderobe Waldeule;4010168077291;14.95
7730;Trötenflöte;4010168077307;7.1
7731;Glockenspiel;4010168077314;7.95
7733;Musikeier;4010168077338;12.95
7782;Netztasche;4010168077826;4.95
7789;Tankwagen;4010168077895;7.5
7790;Schaufelbagger;4010168077901;7.5
7794;Taschensäge;4010168077949;5.45
7866;Maurer-Set;4010168078663;2.5
7946;Präsentationsbox für Greiflinge;4010168079462;9.95
7949;Präsentationsbox für Greiflinge, klein;4010168079493;6.95
8048;Drehdisplay Greiflingsbaum (je 4x 2167, 2171, 2172, 3299 und je 6x 2166, 2168, 2169, 2170, 2173, 3288, 3350, 3857 + gratis Display 8048.);4010168080482;59
8050;Meine erste Kugelbahn – Grundpackung;4010168080505;27.95
8062;Teppich Blumenkranz;4010168080628;99.95
8066;Lamellendisplay ohne Einlegeböden;4010168080666;180
8068;Einlegeboden für 8066;4010168080680;26
8069;Einlegeboden für 8066;4010168080697;29
8160;Spielzelt Rosenfee;4010168081601;115
8161;Spielzelt Caro-Lini;4010168081618;61.5
8349;Fliegerschaukel;4010168083490;72
8420;Feuerstelle;4010168084206;189
8426;Pfanne & Deckel;4010168084268;49.95
8427;Ablage für Feuerstelle;4010168084275;32.5
8428;Fußverlängerer für Feuerstelle;4010168084282;43.5
8432;Grillspieß;4010168084329;9.5
8436;Edelstahl-Grillrost;4010168084367;75
8437;Wind- und Hitzeschirm;4010168084374;89
8457;Spielzelt Zauberwald;4010168084572;49.5
8473;Halterung Puzzle für Lamelle;4010168084732;11
8474;Gestell Puzzle für Lamelle;4010168084749;31
8476;Kinderstuhl puncto blau;4010168084763;35
8477;Kinderstuhl puncto rosa;4010168084770;35
8478;Kindertisch puncto;4010168084787;69.5
8549;Schaukel Solemio;4010168085494;31.75
8605;Sitzdrache Fridolin;4010168086057;149.5
8607;Kissen Caro-Lini;4010168086071;19.95
8666;Flyer-Box;4010168086668;0
8721;Textilkorb für Lamellendisplay;4010168087214;17
9023;Schriftzug;4010168090238;0
9060;Obststiege, offen;4010168090603;4.1
9114;HABA-Holzlogo;4010168091143;0
9119;HABA-Holzlogo;4010168091198;0
9169;Luftballons;4010168091693;0.05
9170;Luftballon-Haltestangen;4010168091709;0.05
9172;Kugelschreiber;4010168091723;0.95
9175;HABA-Aufkleber, klein;4010168091754;1.5
9176;HABA-Aufkleber, mittel;4010168091761;1.95
9177;HABA-Aufkleber, groß;4010168091778;2
9179;HABA-Regalschienen-Schild;4010168091792;0.25
9184;Display-Regal Schiff;4010168091846;1,030.00
9187;HABA-Logo;4010168091877;32.5
9189;HABA-Aufkleber;4010168091891;0.5
9224;Bleistift;4010168092249;0.2
9240;Radiergummi;4010168092409;0.25
9309;Doppelhaken;4010168093093;1.6
9439;Sockel für 9485;4010168094397;40
9484;Lamellendisplay Kaufladen;4010168094847;435
9485;Drehdisplay Bücher und Spiele;4010168094854;155
9504;Schütte für Lamellenwand;4010168095042;22
9962;Einlegeboden für 9970;4010168099620;35
9963;Einlegeboden für 9970;4010168099637;32
9970;Lamellendisplay Schrank;4010168099705;699
9971;Display Baum;4010168099712;490
9974;Einlegeboden für 9970;4010168099743;24
9983;Doppelhaken;4010168099835;1.95
300117;Milch;4010168201467;6.15
300118;Orangensaft;4010168201474;5.95
300123;Einhorn Glitzerglück – Der Wolkenschatz;4010168201610;5.95
300129;Babybuch Zoofreunde;4010168202143;5.1
300143;Buchstabix;4010168201801;7.95
300145;Stapelspiel Wackelfanten;4010168201894;11.25
300146;Stoffbuch Elefant Egon;4010168201917;9.25
300170;Stapelspiel Leuchtturm;4010168202105;8.25
300171;Meine ersten Spiele – Bärenhunger;4010168202112;5.65
300198;Lilli and friends – Meine Kindergarten-Freunde1;9783869140971;4.75
300199;Minimonster – Meine Kindergarten-Freunde1;9783869140988;4.75
300299;Puzzles Einhorn Glitzerglück;4010168209944;4.95
300318;Schnitzhandschuh-Set;4010168210117;3.95
300319;Forschertasche;4010168210100;9.25
300331;Mobile Regenbogenbälle;4010168210254;17.5
300343;Magnetische Halteschlaufe;4010168210346;2.95
300370;Papiertragetaschen, groß;4010168210544;0.2
300371;Papiertragetaschen, klein;4010168210537;0.15
300383;Brettchen Vicki & Pirli;4010168210650;2.95
300384;Schüssel Vicki & Pirli;4010168210667;3.85
300385;Besteck Vicki & Pirli;4010168210674;3.85
300386;Trinklerntasse Vicki & Pirli;4010168210681;2.85
300387;Teller Vicki & Pirli;4010168210698;1.95
300388;Becher Vicki & Pirli;4010168210704;1.95
300389;Glitzerbecher Vicki & Pirli;4010168210711;2.95
300391;Brotdose Vicki & Pirli;4010168210735;2.95
300403;Brotdose Flotte Flitzer;4010168210889;2.95
300405;Teller Flotte Flitzer;4010168210896;1.95
300406;Brettchen Flotte Flitzer;4010168210902;2.95
300407;Trinklerntasse Flotte Flitzer;4010168210919;2.85
300408;Glitzerbecher Flotte Flitzer;4010168210926;2.95
300409;Schüssel Flotte Flitzer;4010168210933;3.75
300410;Besteck Flotte Flitzer;4010168210940;3.85
300412;Becher Flotte Flitzer;4010168210964;1.95
300418;Zuordnungsspiel Alle meine Farben;4010168211008;5.25
300419;Zuordnungsspiel Tiere auf Tour;4010168211015;5.25
300422;Stehauffigur Drache;4010168211046;9.95
300425;Greifling Noppi;4010168211084;4.95
300426;Greifling Stern;4010168211091;3.95
300427;Greifling Pilz;4010168211107;6.7
300429;Greifling Erdbeere;4010168211121;4.95
300431;Greifling Eis;4010168211145;4.95
300432;Greifling Frosch;4010168211152;3.95
300433;Greifling Fisch;4010168211169;3.95
300434;Greifling Schmetterling;4010168211176;3.5
300438;Kugelbahn Kullerbü – Windradbahn;4010168211206;43.75
300439;Kugelbahn Kullerbü – Kringelbahn;4010168211213;26.25
300441;Kugelbahn Kullerbü – Riesen-Rallyebahn;4010168211237;74.95
300444;Puzzles Traktor und Co.;4010168211268;4.95
300460;Schnullerkette Sommerblumen;4010168211329;4.95
300468;Glitzerbecher Einhorn Glitzerglück;4010168211503;2.95
300490;Handpuppe Froschkönig;4010168211664;9.15
300494;Puzzles Pferdehof;4010168211756;4.95
300498;Sortierspiel Farbenzauber;4010168211794;10.25
300500;Little Friends – Puppenhaus-Zubehör Kissen & Decken;4010168212036;3.1
300502;Little Friends – Puppenhaus-Zubehör Fernseher & Leuchten;4010168212050;5.1
300512;Little Friends – Lilli;4010168212012;4.5
300513;Little Friends – Mali;4010168211954;4.5
300514;Little Friends – Felicitas;4010168211961;4.5
300516;Little Friends – Matze;4010168211985;4.5
300518;Little Friends – Milla;4010168212005;4.5
300519;Little Friends – Feli;4010168211947;6.95
300526;Steckspiel Bommelraupe;4010168212074;6.95
300547;Greifling Kuddelmuddel;4010168212241;8.2
300548;Greifling Farbenpyramide;4010168212258;4.95
300553;Sortierspiel Formenmix;4010168212289;12.1
300556;Babybuch Bauernhoffreunde2;4010168212319;4.95
300557;Klebehaken mit Eurolochung;4010168212326;0.06
300564;Kaufladen-Set Brot und Brötchen;4010168212593;7.75
300569;Teller Einhorn Glitzerglück;4010168212425;1.95
300570;Schüssel Einhorn Glitzerglück;4010168212401;3.85
300577;Fingerpuppe Kasper;4010168212654;3.45
300578;Fingerpuppe Drache;4010168212623;3.35
300582;Kinderwagenkette Froschfreunde;4010168212548;8.95
300587;Schnullerketten Schutzengel Anna & Anton;4010168212494;4.75
300589;Hängefigur Fliegenpilz;4010168212500;8.25
300599;Großes Drehdisplay Handpuppen (leer);4010168212760;159
300616;Display Little Friends;4010168212869;310
300619;Meine wunderbare Wimmelwelt1;9783869141244;6.4
300637;ÄHNE UTZEN?1;9783869141305;4.95
300753;Herr Igel, nur Mut, alles wird gut!1;9783869141336;4.65
300754;Einhorn Glitzerglück – Meine Kindergarten-Freunde1;9783869141343;4.65
300805;Schlummerlicht Sternengalaxie;4010168214559;19.95
300834;Pferd Leopold;4010168214849;19.95
300848;Kullerbü – Ergänzungsset Bodenverbinder;4010168214986;4.95
300849;Kullerbü – Ergänzungsset Verbinder und Basis;4010168214993;7.75
300850;Kullerbü – Ergänzungsset Säulen;4010168215006;7.85
300851;Kullerbü – Ergänzungsset Geraden und Kurven;4010168215013;9.95
300853;Kullerbü – Ergänzungsset Glöckchen-Tor;4010168215020;6.75
300854;Babybuch Lieblingsjahreszeit2;4010168215037;4.95
300920;Einhorn Glitzerglück – Malbuch1;9783869141459;2.95
300932;Karuba;4010168215518;15.25
300935;Fingerpuppe Spinne;4010168215464;2.25
300941;Spieltrainer Kalle Kasper;4010168215570;12.1
300942;Stapelwürfel Kalle Kasper;4010168215587;9.95
300946;Spookies;4010168215655;9.95
300964;Meine ersten Spiele – Die Post ist da!;4010168215792;4.95
300974;Doppelhaken für Handpuppen;4010168206219;5.95
301031;Display Senf & Ketchup (4 Senfflaschen, 4 Ketchupflaschen.);4010168201511;1.95
301050;Schatzsucher-Bagger;4010168202648;3.6
301056;Magnetspiel Stadtlabyrinth;4010168202785;10.5
301057;Magnetspiel Baumlabyrinth;4010168202792;10.5
301059;Zuordnungsspiel Kunterbunte Tierwelt;4010168202754;10.25
301098;Mein erstes Wimmelpuzzle – Bauernhof;4010168202938;6.75
301099;Mein erstes Wimmelpuzzle – Zoo;4010168202945;6.75
301111;Schnullerkette Maus auf Reisen;4010168203096;4.25
301113;Schnullerkette Schmetterlingszauber;4010168203188;4.25
301114;Schnullerkette Regenbogen-Perlen;4010168203102;4.25
301115;Schnullerkette Froschkonzert;4010168203119;4.95
301120;Kinderwagenkette Schmetterlingszauber;4010168205625;10.95
301124;Fädelspiel Schmetterling;4010168203379;10.25
301125;Fädelspiel Gretas Gartenhaus;4010168203355;11.25
301183;Wasser-Spielmatte Kleine Nixe;4010168203935;20.5
301184;Wasser-Spielmatte Kleine Taucher;4010168203928;20.5
301188;Handpuppe Hexe;4010168203980;9.15
301189;Handpuppe Zauberer;4010168203973;9.15
301195;Schaukelsitz Rundherum;4010168204178;103
301196;Schaukel Schiff ahoi;4010168204185;135
301197;Krabbelrolle Bauernhof;4010168205557;25.75
301200;Stapelspiel Minimonster;4010168204130;13.35
301254;Mobile Kleine Vögelchen;4010168205618;7.95
301294;Badeschaum-Schläger, gelb;4010168206240;4.95
301298;Löschflugzeug;4010168206462;4.95
301313;Meine ersten Spiele – Badehase;4010168206271;4.95
301318;Raupenwürfeln;4010168206349;3.5
301319;Stapelei;4010168206356;4.1
301320;Schwarzer Peter;4010168206363;4.1
301321;Pantomime;4010168206370;3.5
301322;Maunz Maunz;4010168206387;4.1
301323;Wer bin ich?;4010168206394;5.1
301324;Meine ersten Spiele – Blumenfee;4010168206417;10.25
301331;Sand-Kugelbahn-Former;4010168206523;3.3
301425;Taschenlampen-Projektor Kleines Glühwürmchen;4010168207889;9.95
301428;Display Steckdosenlichter Schlummerland (je 6x 301432, 301433 und 301434.);4010168208329;5.1
301432;Steckdosenlicht Traumwichtel;4010168208367;5.1
301433;Steckdosenlicht Schlummerschaf;4010168208374;5.1
301434;Steckdosenlicht Nachteule;4010168208381;5.1
301441;Kleinkind-Gießkanne, blau;4010168209012;2.5
301454;Kipplaster;4010168209463;9.95
301462;Kalle Klopirat1;9783869141138;4.5
301464;Tier auf Tier – Mein Reim- und Zählbuch1;9783869141152;4.95
301467;Wasser-Spielmatte Kleiner Frosch;4010168208008;13.65
301473;Magnetspiel Zahlenlabyrinth;4010168208077;10.5
301475;Magnetspiel Mäusefeuerwehr;4010168208787;10.25
301480;Handpuppe Opa;4010168207957;9.15
301481;Handpuppe Oma;4010168207988;9.15
301482;Handpuppe Gretel;4010168208572;9.15
301483;Handpuppe Hänsel;4010168207964;9.15
301512;Beobachtungslupe;4010168208985;5.1
301513;Insektenbox;4010168209005;5.1
301514;Kescher;4010168208992;6.75
301519;Wassermelone;4010168208879;7.95
301524;Stapelwürfel Flotte Flitzer;4010168208770;7.95
301530;Zuordnungsspiel Tierischer Zählspaß;4010168208800;10.5
301536;Zahndose Prinzessin;4010168209388;2.55
301537;Zahndose Superheld;4010168208961;2.55
301551;Steckspiel Blumengarten;4010168209180;18.5
301635;Taschenlampen-Projektor Prinzessin Lilu;4010168216140;9.95
301647;Holzpuzzle Bauernhof-Freunde;4010168216263;4.95
301648;Holzpuzzle Baustellen-Spaß;4010168216270;4.95
301649;3 erste Mix-Max-Puzzles – Bei uns zu Hause;4010168216287;4.95
301667;1, 2, Puzzelei – Fahrzeuge;4010168216461;4.95
301668;1, 2, Puzzelei – Gegensätze;4010168216454;4.95
301670;Spielkissen Regenbogenspaß;4010168216485;7.15
301672;Entdeckerball Kunterbunt;4010168216508;7.15
301673;Spieltrainer Gute Fahrt;4010168216515;9.6
301690;Stapelspiel Regenbogen-Hochhaus;4010168216669;9.95
301696;Motorikbrett Bauernhof-Welt;4010168216737;7.75
301701;Sortierbox Zootiere;4010168216775;15.5
301703;Legespiel Zauberdreiecke;4010168216782;9.95
301707;Spielfigur Käfer Julius;4010168216829;9.95
301740;Kleinkind-Eimer;4010168217291;2.5
301741;Große Sandgärtnerei;4010168217260;2.5
301743;Sandmonster-Förmchen-Set;4010168217284;2.95
301747;Eimer;4010168217338;1.95
301748;Sieb, orange;4010168217345;1.55
301750;Autoförmchen;4010168217369;0.9
301751;Blütenförmchen;4010168217376;0.75
301752;Schmetterlingsförmchen;4010168217383;0.75
301754;Sieb, gelb;4010168217390;1.3
301758;Sieb, grün;4010168217437;0.95
301778;Dinos – Meine Kindergarten-Freunde1;9783869141503;4.65
