Artikelnummer;Artikelbezeichnung;EAN;Netto
49045;HSP Seppl Soft&Play          ;4001190490455;9.55
49047;HSP Hexe Soft&Play           ;4001190490479;9.55
49049;HSP Kasperl Soft&Play        ;4001190490493;9.55
49136;Rassel Maus pink RedStars..  ;4001190491360;3.35
49137;Rassel Maus blau RedStars..  ;4001190491377;3.35
49289;Aktiv-Schmetterl. bunt PQ    ;4001190492893;7.15
49305;Mini-Spieluhr Schaf weiß..   ;4001190493050;10.95
49310;Mini-Spieluhr Schaf grün     ;4001190493104;10.95
49421;Mobile Wiese Hangons         ;4001190494217;16.7
49520;Kegelspiel PlayQ             ;4001190495207;19.05
49540;Wagenkette Tiere Hangons     ;4001190495405;14.5
49580;Softball klein PlayQ         ;4001190495801;3.8
49581;Sofball groß PlayQ           ;4001190495818;7.65
49850;Aktivspirale Raupe Hang      ;4001190498505;14.5
49897;Aktiv-Schmetterl. pink PQ    ;4001190498970;7.15
49931;Anhänger Raupe Hangons       ;4001190499311;7.15
49962;Wagenkette Farm Hangons      ;4001190499625;14.5
52785;Spieluhr Frosch -Beauty&Beast;4001190527854;7.15
52786;Spieluhr Frosch -Weisst du..-;4001190527861;7.15
52787;Schaf Emmala m. Gesichtsmaske;4001190527878;25.2
68997;Display Beasts-Laterne       ;4001190689972;240
71647;Quick Order Blue             ;4001190716470;439.8
75090;Mobile-Halter Holz weiß      ;4001190750900;14.5
